family,updated_names,taxa,dorsal fin,anterior dorsal fin,posterior dorsal fin,adipose fin,caudal fin,anal fin,pectoral fin,pelvic fin,barbel,mouth,caudal peduncle,caudal fin upper lobe,caudal fin lower lobe,additional annotations?,,,
Cyprinidae,Hybognathus hankinsoni,Hybognathus hankinsoni,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Hybognathus nuchalis,Hybognathus nuchalis,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Hybognathus nuchalis,Hybognathus nuchalis,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Hybopsis amblops,Hybopsis amblops,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Hybopsis amblops,Hybopsis amblops,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Hybopsis amnis,Hybopsis amnis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Hybopsis hypsinotus,Hybopsis hypsinotus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Hypophthalmichthys molitrix,Hypophthalmichthys molitrix,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus albeolus,Luxilus albeolus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus cardinalis,Luxilus cardinalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus cerasinus,Luxilus cerasinus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus chrysocephalus,Luxilus chrysocephalus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus coccogenis,Luxilus coccogenis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus cornutus,Luxilus cornutus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus pilsbryi,Luxilus pilsbryi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus zonatus,Luxilus zonatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Luxilus zonistius,Luxilus zonistius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus ardens,Lythrurus ardens,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus atrapiculus,Lythrurus atrapiculus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus bellus,Lythrurus bellus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus fasciolaris,Lythrurus fasciolaris,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus fumeus,Lythrurus fumeus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus lirus,Lythrurus lirus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus matutinus,Lythrurus matutinus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus roseipinnis,Lythrurus roseipinnis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus snelsoni,Lythrurus snelsoni,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Lythrurus umbratilis,Lythrurus umbratilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Macrhybopsis storeriana,Macrhybopsis storeriana,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Mylopharyngodon piceus,Mylopharyngodon piceus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Nocomis biguttatus,Nocomis biguttatus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Nocomis leptocephalus,Nocomis leptocephalus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Nocomis micropogon,Nocomis micropogon,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Notemigonus crysoleucas,Notemigonus crysoleucas,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Notropis aguirrepequenoi,Notropis aguirrepequenoi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis albizonatus,Notropis albizonatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis alborus,Notropis alborus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis altipinnis,Notropis altipinnis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis amabilis,Notropis amabilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis ammophilus,Notropis ammophilus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis amoenus,Notropis amoenus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis amplamala,Notropis amplamala,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis anogenus,Notropis anogenus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis ariommus,Notropis ariommus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis asperifrons,Notropis asperifrons,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis atherinoides,Notropis atherinoides,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis atrocaudalis,Notropis atrocaudalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis aulidion,Notropis aulidion,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis baileyi,Notropis baileyi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis bairdi,Notropis bairdi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis bifrenatus,Notropis bifrenatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis blennius,Notropis blennius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis blennius,Notropis blennius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis boops,Notropis boops,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis boucardi,Notropis boucardi,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Notropis braytoni,Notropis braytoni,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis buccatus,Notropis buccatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis buccatus,Notropis buccatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis buccula,Notropis buccula,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis buchanani,Notropis buchanani,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chalybaeus,Notropis chalybaeus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chalybaeus,Notropis chalybaeus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chihuahua,Notropis chihuahua,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chiliticus,Notropis chiliticus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chlorocephalus,Notropis chlorocephalus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis chrosomus,Notropis chrosomus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis cummingsae,Notropis cummingsae,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis dorsalis,Notropis dorsalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis dorsalis,Notropis dorsalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis edwardraneyi,Notropis edwardraneyi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis girardi,Notropis girardi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis greenei,Notropis greenei,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis harperi,Notropis harperi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis heterodon,Notropis heterodon,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis heterodon,Notropis heterodon,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis heterolepis,Notropis heterolepis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis heterolepis,Notropis heterolepis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis hudsonius,Notropis hudsonius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis hudsonius,Notropis hudsonius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis hypsilepis,Notropis hypsilepis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis jemezanus,Notropis jemezanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis leuciodus,Notropis leuciodus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis longirostris,Notropis longirostris,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis lutipinnis,Notropis lutipinnis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis maculatus,Notropis maculatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis mekistocholas,Notropis mekistocholas,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis melanostomus,Notropis melanostomus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis micropteryx,Notropis micropteryx,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis nazas,Notropis nazas,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis nubilus,Notropis nubilus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis orca,Notropis orca,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis ortenburgeri,Notropis ortenburgeri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis oxyrhynchus,Notropis oxyrhynchus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis ozarcanus,Notropis ozarcanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis percobromus,Notropis percobromus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis perpallidus,Notropis perpallidus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis petersoni,Notropis petersoni,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis photogenis,Notropis photogenis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis potteri,Notropis potteri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis procne,Notropis procne,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis rafinesquei,Notropis rafinesquei,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis rubellus,Notropis rubellus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis rubricroceus,Notropis rubricroceus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis rupestris,Notropis rupestris,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis sabinae,Notropis sabinae,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis saladonis,Notropis saladonis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis scabriceps,Notropis scabriceps,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis scepticus,Notropis scepticus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis semperasper,Notropis semperasper,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis shumardi,Notropis shumardi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis simus,Notropis simus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis stilbius,Notropis stilbius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis stramineus,Notropis stramineus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis suttkusi,Notropis suttkusi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis telescopus,Notropis telescopus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis texanus,Notropis texanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis topeka,Notropis topeka,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis uranoscopus,Notropis uranoscopus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis volucellus,Notropis volucellus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis wickliffi,Notropis wickliffi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Notropis xaenocephalus,Notropis xaenocephalus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Opsopoeodus emiliae,Opsopoeodus emiliae,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phenacobius catostomus,Phenacobius catostomus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phenacobius crassilabrum,Phenacobius crassilabrum,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phenacobius mirabilis,Phenacobius mirabilis,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phenacobius teretulus,Phenacobius teretulus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phenacobius uranops,Phenacobius uranops,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus erythrogaster,Phoxinus erythrogaster,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus neogaeus,Phoxinus neogaeus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus neogaeus,Phoxinus neogaeus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus oreas,Phoxinus oreas,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus phoxinus,Phoxinus phoxinus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Phoxinus saylori,Phoxinus saylori,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pimephales notatus,Pimephales notatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pimephales promelas,Pimephales promelas,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pimephales vigilax,Pimephales vigilax,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pteronotropis hubbsi,Pteronotropis hubbsi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pteronotropis hypselopterus,Pteronotropis hypselopterus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pteronotropis metallicus,Pteronotropis metallicus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Pteronotropis signipinnis,Pteronotropis signipinnis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Rasbora lateristriata,Rasbora lateristriata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Rhinichthys atratulus,Rhinichthys atratulus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Rhinichthys cataractae,Rhinichthys cataractae,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Rhinichthys obtusus,Rhinichthys obtusus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinidae,Richardsonius balteatus,Richardsonius balteatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Rutilus rutilus,Rutilus rutilus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Rutilus rutilus,Rutilus rutilus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Scardinius erythrophthalmus,Scardinius erythrophthalmus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Semotilus atromaculatus,Semotilus atromaculatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinidae,Tinca tinca,Tinca tinca,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Cyprinodontidae,Cyprinodon bifasciatus,Cyprinodon bifasciatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Cyprinodontidae ,Floridichthys carpio,Floridichthys carpio,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Dorosoma cepedianum,Dorosoma cepedianum,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Dorosoma petenense,Dorosoma petenense,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Dorosoma smithi,Dorosoma smithi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Escualosa thoracata,Escualosa thoracata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Herklotsichthys dispilonotus,Herklotsichthys dispilonotus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Hilsa kelee,Hilsa kelee,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Sardinella albella,Sardinella albella,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Sardinella gibbosa,Sardinella gibbosa,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae,Sardinella lemuru,Sardinella lemuru,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dorosomatidae ,Nematalosa come,Nematalosa come,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Dussumieriidae,Dussumieria elopsoides,Dussumieria elopsoides,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Coilia lindmani,Coilia lindmani,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Encrasicholina heteroloba,Encrasicholina heteroloba,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Encrasicholina punctifer,Encrasicholina punctifer,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Lycothrissa crocodilus,Lycothrissa crocodilus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Setipinna taty,Setipinna taty,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Setipinna tenuifilis,Setipinna tenuifilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Stolephorus chinensis,Stolephorus chinensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Stolephorus commersonnii,Stolephorus commersonnii,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Stolephorus indicus,Stolephorus indicus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Stolephorus waitei,Stolephorus waitei,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa baelama,Thryssa baelama,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa chefuensis,Thryssa chefuensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa dussumieri,Thryssa dussumieri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa hamiltonii,Thryssa hamiltonii,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa kammalensis,Thryssa kammalensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa setirostris,Thryssa setirostris,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Engraulidae,Thryssa spinidens,Thryssa spinidens,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Esocidae,Esox americanus,Esox americanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Esocidae,Esox lucius,Esox lucius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Esocidae,Esox masquinongy,Esox masquinongy,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Esocidae,Esox niger,Esox niger,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Esociformes,Umbra limi,Umbra limi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
ETMOPTERIDAE,Trigonognathus kabeyai,Trigonognathus kabeyai,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Adinia xenica,Adinia xenica,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus catenatus,Fundulus catenatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus confluentus,Fundulus confluentus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus diaphanus,Fundulus diaphanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus dispar,Fundulus dispar,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus escambiae,Fundulus escambiae,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus heteroclitus,Fundulus heteroclitus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus kansae,Fundulus kansae,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus lineolatus,Fundulus lineolatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus majalis,Fundulus majalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus notatus,Fundulus notatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus olivaceus,Fundulus olivaceus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus persimilis,Fundulus persimilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus pulvereus,Fundulus pulvereus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus sciadicus,Fundulus sciadicus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus seminolis,Fundulus seminolis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus similis,Fundulus similis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus stellifer,Fundulus stellifer,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus waccamensis,Fundulus waccamensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Fundulidae,Fundulus zebrinus,Fundulus zebrinus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gasterosteidae,Apeltes quadracus,Apeltes quadracus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gasterosteidae,Culaea inconstans,Culaea inconstans,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gasterosteidae,Gasterosteus aculeatus,Gasterosteus aculeatus,1,0,0,0,1,1,1,0 and 1,0,1,1,1,1,,,,
Gasterosteidae,Pungitius pungitius,Pungitius pungitius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Neogobius fluviatilis,Neogobius fluviatilis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Neogobius gymnotrachelus,Neogobius gymnotrachelus,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Neogobius kessleri,Neogobius kessleri,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Neogobius melanostomus,Neogobius melanostomus,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Neogobius ratan,Neogobius ratan,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Pomatoschistus marmoratus,Pomatoschistus marmoratus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Proterorhinus marmoratus,Proterorhinus marmoratus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Gobiidae,Proterorhinus semilunaris,Proterorhinus semilunaris,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Hemiramphidae ,Hyporhamphus dussumieri,Hyporhamphus dussumieri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Heptapteridae,Imparfinis guttatus,Imparfinis guttatus,1,0,0,1 and 0,1,1,1,1,1,1,1,1,1,,,,
Hiodontidae,Hiodon alosoides,Hiodon alosoides,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Hiodontidae,Hiodon tergisus,Hiodon tergisus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Hoplichthyidae,Hoplichthys regani,Hoplichthys regani,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Howellidae,Bathysphyraenops simplex,Bathysphyraenops simplex,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Ictaluridae,Ameiurus catus,Ameiurus catus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Ameiurus melas,Ameiurus melas,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Ameiurus natalis,Ameiurus natalis,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Ictalurus furcatus,Ictalurus furcatus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Ictalurus punctatus,Ictalurus punctatus,1,0,0,1 and 0,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus albater,Noturus albater,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus elegans,Noturus elegans,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus eleutherus,Noturus eleutherus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus exilis,Noturus exilis,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus fasciatus,Noturus fasciatus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus flavater,Noturus flavater,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus flavipinnis,Noturus flavipinnis,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus flavus,Noturus flavus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
