family,updated_names,taxa,dorsal fin,anterior dorsal fin,posterior dorsal fin,adipose fin,caudal fin,anal fin,pectoral fin,pelvic fin,barbel,mouth,caudal peduncle,caudal fin upper lobe,caudal fin lower lobe,additional annotations?,,,
Ictaluridae,Noturus funebris,Noturus funebris,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus furiosus,Noturus furiosus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus gilberti,Noturus gilberti,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus gladiator,Noturus gladiator,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus gyrinus,Noturus gyrinus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus hildebrandi,Noturus hildebrandi,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus insignis,Noturus insignis,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus lachneri,Noturus lachneri,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus leptacanthus,Noturus leptacanthus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus maydeni,Noturus maydeni,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus miurus,Noturus miurus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus munitus,Noturus munitus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus nocturnus,Noturus nocturnus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus phaeus,Noturus phaeus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus placidus,Noturus placidus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus stigmosus,Noturus stigmosus,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus taylori,Noturus taylori,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Noturus trautmani,Noturus trautmani,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,
Ictaluridae,Pylodictis olivaris,Pylodictis olivaris,1,0,0,1 and 0,1,1,1,1,1,1,1,1,1,,,,
Kuhliidae,Kuhlia xenura,Kuhlia xenura,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Latridae,Goniistius quadricornis,Goniistius quadricornis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Equulites elongatus,Equulites elongatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Leiognathus berbis,Leiognathus berbis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Leiognathus equulus,Leiognathus equulus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Photopectoralis bindus,Photopectoralis bindus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Secutor insidiator,Secutor insidiator,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Leiognathidae,Secutor ruconius,Secutor ruconius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Atractosteus spatula,Atractosteus spatula,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Atractosteus tristoechus,Atractosteus tristoechus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Lepisosteus oculatus,Lepisosteus oculatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Lepisosteus osseus,Lepisosteus osseus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Lepisosteus platostomus,Lepisosteus platostomus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lepisosteidae,Lepisosteus platyrhincus,Lepisosteus platyrhincus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Lestidiidae,Lestrolepis japonica,Lestrolepis japonica,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Leuciscidae,Couesius plumbeus,Couesius plumbeus,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Leuciscidae,Lepidomeda copei,Lepidomeda copei,1,0,0,0,1,1,1,1,NA,1,1,1,1,,,,
Leuciscidae,Leuciscus bergi,Leuciscus bergi,1,0,0,0,1,1,1,1,NA,1,1,1,1,,,,
Leuciscidae,Leuciscus cephalus,Leuciscus cephalus,1,0,0,0,1,1,1,1,NA,1,1,1,1,,,,
Leuciscidae,Leuciscus idus,Leuciscus idus,1,0,0,0,1,1,1,1,NA,1,1,1,1,,,,
Leuciscidae,Leuciscus leuciscus,Leuciscus leuciscus,1,0,0,0,1,1,1,1,NA,1,1,1,1,,,,
Leuciscidae,Margariscus margarita,Margariscus margarita,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Leuciscidae,Phoxinus cumberlandensis,Phoxinus cumberlandensis,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Leuciscidae,Phoxinus eos,Phoxinus eos,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Malakichthyidae,Malakichthys elegans,Malakichthys elegans,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Malakichthyidae,Malakichthys wakiyae,Malakichthys wakiyae,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Monocentridae,Monocentris japonica,Monocentris japonica,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Moronidae,Dicentrarchus labrax,Dicentrarchus labrax,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Moronidae,Morone americana,Morone americana,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Moronidae,Morone chrysops,Morone chrysops,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Moronidae,Morone mississippiensis,Morone mississippiensis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Moronidae,Morone saxatilis,Morone saxatilis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Mugilidae,Chelon macrolepis,Chelon macrolepis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Mugilidae,Chelon subviridis,Chelon subviridis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Mugilidae,Crenimugil crenilabis,Crenimugil crenilabis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Mugilidae,Valamugil cunnesius,Valamugil cunnesius,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Osmeridae,Allosmerus elongatus,Allosmerus elongatus,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Osmeridae,Osmerus mordax,Osmerus mordax,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Osmeridae,Spirinchus starksi,Spirinchus starksi,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Osmeridae,Spirinchus thaleichthys,Spirinchus thaleichthys,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma chlorosomum,Etheostoma chlorosomum,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma lawrencei,Etheostoma lawrencei,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma microperca,Etheostoma microperca,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma nigrum,Etheostoma nigrum,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma spectabile,Etheostoma spectabile,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma stigmaeum,Etheostoma stigmaeum,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Etheostoma zonale,Etheostoma zonale,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Gymnocephalus baloni,Gymnocephalus baloni,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Gymnocephalus cernuus,Gymnocephalus cernuus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Perca flavescens,Perca flavescens,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Perca fluviatilis,Perca fluviatilis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Percina caprodes,Percina caprodes,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Percina evides,Percina evides,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Percina maculata,Percina maculata,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Percina phoxocephala,Percina phoxocephala,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Sander canadensis,Sander canadensis,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percidae,Sander lucioperca,Sander lucioperca,1,1,1,0,1,1,1,1,0,1,1,1,1,,1,1,0
Percidae,Sander vitreus,Sander vitreus,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Percopsidae,Percopsis transmontana,Percopsis transmontana,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Petromyzontidae,Petromyzon marinus,Petromyzon marinus,1,1,1,0,1,0,0,0,0,1,1,1,1,,,,
Petromyzontiformes,Ichthyomyzon castaneus,Ichthyomyzon castaneus,1,0,0,0,1,0,0,0,0,1,1,1,1,,,,
Petromyzontiformes,Ichthyomyzon gagei,Ichthyomyzon gagei,1,0,0,0,1,0,0,0,0,1,1,1,1,,,,
Petromyzontiformes,Ichthyomyzon unicuspis,Ichthyomyzon unicuspis,1,0,0,0,1,0,0,0,0,1,1,1,1,,,,
Phallostethidae,Neostethus lankesteri,Neostethus lankesteri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Brachyrhaphis cascajalensis,Brachyrhaphis cascajalensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Brachyrhaphis parismina,Brachyrhaphis parismina,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia affinis,Gambusia affinis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia alvarezi,Gambusia alvarezi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia amistadensis,Gambusia amistadensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia atrora,Gambusia atrora,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia eurystoma,Gambusia eurystoma,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia gaigei,Gambusia gaigei,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia geiseri,Gambusia geiseri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia georgei,Gambusia georgei,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia heterochir,Gambusia heterochir,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia hurtadoi,Gambusia hurtadoi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia longispinis,Gambusia longispinis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia marshi,Gambusia marshi,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia nicaraguensis,Gambusia nicaraguensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia nobilis,Gambusia nobilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia panuco,Gambusia panuco,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia regani,Gambusia regani,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia rhizophorae,Gambusia rhizophorae,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia senilis,Gambusia senilis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia sexradiata,Gambusia sexradiata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Gambusia vittata,Gambusia vittata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Neoheterandria cana,Neoheterandria cana,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Poeciliopsis fasciata,Poeciliopsis fasciata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Poeciliopsis infans,Poeciliopsis infans,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Poeciliopsis occidentalis,Poeciliopsis occidentalis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae,Priapella bonita,Priapella bonita,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae ,Priapichthys caliensis,Priapichthys caliensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Poeciliidae ,Priapichthys darienensis,Priapichthys darienensis,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Polymixiidae,Polymixia berndti,Polymixia berndti,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,
Pomacentridae,Abudefduf sordidus,Abudefduf sordidus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Pristagasteridae,Opisthopterus tardoore,Opisthopterus tardoore,1,0,0,0,1,1,1,0,0,1,1,1,1,,,,
Pristigasteridae,Ilisha melastoma,Ilisha melastoma,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Coregonus artedi,Coregonus artedi,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Coregonus nipigon,Coregonus nipigon,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Coregonus zenithicus,Coregonus zenithicus,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus aguabonita,Oncorhynchus aguabonita,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus clarkii,Oncorhynchus clarkii,1,0,0,1 and 0,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus keta,Oncorhynchus keta,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus kisutch,Oncorhynchus kisutch,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus mykiss,Oncorhynchus mykiss,1,0,0,1 and 0,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus nerka,Oncorhynchus nerka,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Prosopium cylindraceum,Prosopium cylindraceum,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Prosopium williamsoni,Prosopium williamsoni,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Salmo salar,Salmo salar,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Salmo trutta,Salmo trutta,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Salvelinus fontinalis,Salvelinus fontinalis,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Salvelinus grayi,Salvelinus grayi,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Salvelinus namaycush,Salvelinus namaycush,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Salmonidae,Thymallus arcticus,Thymallus arcticus,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Sciaenidae,Aplodinotus grunniens,Aplodinotus grunniens,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Scorpaenidae,Setarches longimanus,Setarches longimanus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Scorpaenidae ,Ebosia bleekeri,Ebosia bleekeri,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Serranidae,Serranus phoebe,Serranus phoebe,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Sphyraenidae,Sphyraena barracuda,Sphyraena barracuda,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Sphyraenidae,Sphyraena flavicauda,Sphyraena flavicauda,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Sphyraenidae,Sphyraena jello,Sphyraena jello,1,1,1,0,1,1,1,1,0,1,1,1,1,,,,
Terapontidae,Pelates quadrilineatus,Pelates quadrilineatus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Terapontidae,Terapon jarbua,Terapon jarbua,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Tetraodontidae,Takifugu alboplumbeus,Takifugu alboplumbeus,1,0,0,0,1,1,1,0,0,1,1,1,1,,,,
Tetrarogidae,Neocentropogon japonicus,Neocentropogon japonicus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Trachichthyidae,Aulotrachichthys prosthemius,Aulotrachichthys prosthemius,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Trachichthyidae,Hoplostethus japonicus,Hoplostethus japonicus,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Triacanthodidae,Parahollardia lineata,Parahollardia lineata,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
Triacanthodidae,Triacanthodes anomalus,Triacanthodes anomalus,1,0,0,1,1,1,1,1,0,1,1,1,1,,,,
Zeniontidae ,Zenion japonicum,Zenion japonicum,1,0,0,0,1,1,1,1,0,1,1,1,1,,,,
